PRODUCTO     ;DESCRIPCION                                       ;REFERENCIA                                                  ;CANTIDAD         ; PRECIO -001      ;COSTO             
0010012012098;BALA LED  CIRCULAR 6W 6500K  MB0331S              ;12242101                                                    ;2,00 ; $ 6.300 ;7.149,49 
0010012012287;BALA LED 6W INCRUS REDON 6500K IPL03 MERCURY      ;12242102                                                    ;0,00 ; $ 6.693 ;5.584,00 
0010012012286;BALA LED 6W SOBREP 3000K MERCURY IPL41            ;12242103                                                    ;0,00 ; $ 10.200 ;0,00 
0010012012311;BALA LED 6W CIRCULAR 4000K NEUTRA  IPL86 MERCURY  ;12242104                                                    ;1,00 ; $ 8.100 ;5.158,31 
0010012122422;BALA LED CIRC SOBREPONER 18W BLANCA MB0342        ;122422                                                      ;0,00 ; $ 12.600 ;0,00 
0100012122422;BALA LED REDON 18W SOBREPONER 6500K MB            ;122422                                                      ;2.842,00 ; $ 14.200 ;23.866.803,80 
0010012012099;BALA LED 18W RED SOBREP 6500K IPL23 MECURY        ;12242201                                                    ;0,00 ; $ 14.800 ;37.907,48 
0010012012326;BALA LED SOBREPONER CUADRADA 12W 6500K MERC IPL26 ;12242202                                                    ;2,00 ; $ 13.500 ;29.264,32 
0010012012325;BALA LED SOBREPONER CUADRADA 18W 6500K MERC IPL27 ;12242203                                                    ;2,00 ; $ 16.000 ;90.379,60 
0010012012379;BALA LED INCR 18W 4100K MERCURY IPL89             ;12242204                                                    ;0,00 ; $ 14.000 ;8.512,00 
0100012122423;BALA LED CUADRAD  SOBREPONER 12W 3500K L/BL MB003 ;122423                                                      ;0,00 ; $ 15.500 ;0,00 
0010012012289;BALA LED 12W RED INCRUS 6500K IPL05 MERCURY       ;12242300                                                    ;0,00 ; $ 9.700 ;1.002.588,60 
0010012012100;BALA LED 12W INCRUST. BLANCO 6500K MB0336         ;12242301                                                    ;3,00 ; $ 9.800 ;14.921,42 
0100012001213;BALA LED 12W INCRUST. BLANCO 6500K MB0336         ;12242301                                                    ;32,00 ; $ 10.300 ;149.397,67 
0010012012101;BALA LED 18W INCRUST. BLANCO 6500K MB0338         ;12242302                                                    ;3,00 ; $ 11.500 ;12.645,27 
0100012001250;BALA LED 12W INCRUS REDON 3500K MERCURY           ;12242303                                                    ;0,00 ; $ 9.900 ;0,00 
0010012012291;BALE LED 18W CUADR INRUST 6500K IPL19 MERCURY     ;12242304                                                    ;0,00 ; $ 13.500 ;810.724,58 
0010012122424;BALA SOBREPONER LED CUADRAD 18W L/BLANCA  MB00341 ;122424                                                      ;0,00 ; $ 14.500 ;0,00 
0100012001290;BALA LED 12W CUADR INCRST 6500K IPL18 MERCURY     ;12242400                                                    ;0,00 ; $ 12.000 ;2.702,64 
0010012012103;BALA LED 12W INCRUSTAR 4100K IPL88                ;12242401                                                    ;1,00 ; $ 11.900 ;33.072,27 
0100012001270;BALA LED 6W SOBREPONER REDOND 3500K               ;12242402                                                    ;1,00 ; $ 6.800 ;3.260,00 
0010012012104;BALA LED 3W INCRUST.6500K BESTER                  ;12242402                                                    ;0,00 ; $ 5.500 ;0,00 
0010012012105;BALA LED REDONDA BLANCA 18W 6500K KLIDO PR-18     ;12242403                                                    ;1,00 ; $ 11.000 ;4.364,82 
0010012012106;BALA LED 12W SOBREPONER 3500K LEXMANA             ;12242404                                                    ;129,00 ; $ 11.500 ;981.500,00 
0010012122425;BALA LED 9W INCRUSTAR 6500K MERCURY IPL04         ;122425                                                      ;0,00 ; $ 8.500 ;416.415,26 
0010012012107;BALA LED  SOBRE 12W  CALIDA 3500K IPL42           ;12242501                                                    ;1,00 ; $ 17.200 ;10.504,85 
0010012012388;BALA LED REDONDA INCR 12W 3500K ILUMEK            ;12242502                                                    ;0,00 ; $ 16.700 ;0,00 
0010012012391;BALA LED INCRUSTAR 12W 6500K LUMEK                ;12242503                                                    ;55,00 ; $ 16.500 ;480.381,22 
0010012122426;BALA X INCRUSTAR 15 LED 2W LN227 LEXAMANA         ;122426                                                      ;1,00 ; $ 43.100 ;22.692,15 
0010012012108;BALA LED 12W  CIRC  BLANCA INCRU. 6500K  BESTER   ;12242601                                                    ;0,00 ; $ 10.500 ;0,00 
0010012122427;BALA PLANA CIRC 3W 6500K- MB0331 RML-2835         ;122427                                                      ;0,00 ; $ 5.800 ;2.629,34 
0010012012109;BALA LED INCRUSTAR 12W 6500K LEXMANA              ;12242701                                                    ;128,00 ; $ 9.900 ;1.713.766,00 
0010012122428;BALA LED 15W L/BL FRIA CALIDA  LDM5-452 INTELIGENT;122428                                                      ;4,00 ; $ 86.300 ;212.400,00 
0010012122429;BALA LED 12W 4000K S/PONER RED LEXMANA            ;122429                                                      ;128,00 ; $ 10.800 ;772.900,00 
0010012122430;BALA LED 6W 4000K INCRUSTAR LEXMANA               ;122430                                                      ;150,00 ; $ 7.500 ;623.200,00 
0010012012110;BALA MAGICA EN LED 5W L/B IGOL                    ;12243001                                                    ;7,00 ; $ 23.100 ;0,00 
0010012012111;BALA MAGICA EN LED 8W L/B IGOL                    ;12243002                                                    ;18,00 ; $ 33.900 ;0,00 
0010012012112;BALA MAGICA EN LED 12W L/B IGOL                   ;12243003                                                    ;2,00 ; $ 45.100 ;23.745,00 
0010012012113;BALA MAGICA EN LED 18W L/B IGOL                   ;12243004                                                    ;4,00 ; $ 56.400 ;0,00 
0010012012114;BALA MAGICA EN LED 28W L/B IGOL                   ;12243005                                                    ;6,00 ; $ 87.200 ;0,00 
0010012122431;BALA LED 12W INCRUSTAR CUADRADA  6500K VATIO 24018;122431                                                      ;1,00 ; $ 16.600 ;9.902,00 
0010012012115;BALA LED 12W CUADRAD. BLANCA  3500K OSAKY LDC4-4a ;12243101                                                    ;0,00 ; $ 12.500 ;0,00 
0010012012282;BALA LED 6W INCRUST                               ;12243101                                                    ;0,00 ; $ 8.100 ;0,00 
0010012012116;BALA LED 6W INCRUST. 6500K ECO120SLIMV6-F  ECOLITE;12243102                                                    ;37,00 ; $ 10.000 ;204.361,75 
0010012122432;BALA LED CUADRADA C/V 12W BESTER GL-SQ-12W L/CALID;122432                                                      ;5,00 ; $ 31.600 ;100.243,00 
0010012122433;BALA LED 3W 3000K CUADRA INCRUS VATIO 24054       ;122433                                                      ;24,00 ; $ 8.900 ;141.120,00 
0010012012117;BALA LED 12W INCRUSTAR CUADRADA 3500K VATIO 24056 ;12243303                                                    ;11,00 ; $ 16.600 ;105.325,00 
0010012122434;BALA LED 18W INCRUSTAR CUADRADA 3000K VATIO 24057 ;122434                                                      ;66,00 ; $ 21.900 ;821.172,00 
0010012012118;BALA PANEL LED CUADR 15W L/BL MAX BRIGHT MB0344   ;12243401                                                    ;1,00 ; $ 20.000 ;20.999,30 
0100012001248;BALA PANEL LED CUADR 15W 6500K MAX BRIGHT MB0344  ;12243401                                                    ;0,00 ; $ 20.000 ;0,00 
0010012012119;BALA LED 6W INCRUSTAR CUADRADA 3500K TECNOLITE    ;12243402                                                    ;90,00 ; $ 11.500 ;625.797,00 
0010012012120;BALA LED BLANCA INCRUST. 3+2W AZUL  CET-127RD     ;12243403                                                    ;0,00 ; $ 19.000 ;0,00 
0010012012121;BALA LED BLANCA SOBREP. 3+2W AZUL  CET-127RD      ;12243404                                                    ;0,00 ; $ 20.000 ;0,00 
0010012122435;BALA LED 6W 3000K CUADRA INCRUS VATIO 24081       ;122435                                                      ;0,00 ; $ 12.500 ;0,00 
0010012012122;BALA LED 3W CIRCU. 6500K FUNKEIN                  ;12243501                                                    ;0,00 ; $ 5.500 ;0,00 
0010012012123;BALA LED 3W CIRCUL. 3000K  ECOL ECO86SLIMV3-C     ;12243502                                                    ;31,00 ; $ 7.900 ;123.963,71 
0010012012124;BALA LED 3W CIRCUL. 6500K - ECOLITE ECO86SLIMV3-F ;12243503                                                    ;0,00 ; $ 8.900 ;0,00 
0010012122436;BALA LED CUADRADA C/V 18W BESTER GL-SQ-18W L/BLANC;122436                                                      ;1,00 ; $ 56.900 ;0,00 
0010012012125;BALA LED 18W SOBREP 3500K MERCURY  IPL43          ;12243601                                                    ;1,00 ; $ 14.800 ;13.704,13 
0010012012126;BALA LED 6W SOBREP. 6500K EVERGREEN (1083)        ;12243602                                                    ;0,00 ; $ 9.650 ;0,00 
0010012012127;BALA LED 9W REDONDA INCRUSTAR 6500K TECNOLITE     ;12243603                                                    ;42,00 ; $ 7.500 ;253.170,00 
0010012012128;BALA LED 9W INRUST 6500K INTERLIGHT               ;12243604                                                    ;0,00 ; $ 12.900 ;0,00 
0010012012129;BALA LED REDONDO 6W INCRUSTAR. 3000K EVERGREEN    ;12243605                                                    ;2,00 ; $ 6.000 ;0,00 
0010012012130;BALA LED 12W 6500K SOBREPONER  EXCELITE           ;12243606                                                    ;3,00 ; $ 23.000 ;39.600,00 
0010012012131;BALA LED 12W REDONDO/INCRUSTAR 6400K 85-265/B002  ;12243607                                                    ;0,00 ; $ 6.500 ;0,00 
0010012122437;BALA LED 12W 4000K INCR REDN LEXMANA              ;122437                                                      ;3,00 ; $ 10.800 ;17.700,00 
0010012012132;BALA LED 12W INCRUST 4000K ECOLITE                ;12243701                                                    ;10,00 ; $ 17.500 ;98.000,00 
0010012012133;BALA LED 18W 6500K SOBREP  (1080)                 ;12243702                                                    ;1,00 ; $ 13.500 ;7.107,75 
0010012012134;BALA LED 24W SOBREP. 6500K MAX BRIGHT UDUQUE      ;12243703                                                    ;1,00 ; $ 22.500 ;12.070,00 
0010012012135;BALA LED 24W SOBREP. 6500K OTRQB24-B              ;12243704                                                    ;0,00 ; $ 24.500 ;0,00 
0010012012136;BALA LED 24W INCRUST. 6500K OTRIB24-B             ;12243705                                                    ;0,00 ; $ 22.500 ;0,00 
0010012122438;BALA CUADRAD SOBREP 24W 6500K MB- MAXBRIGHT       ;122438                                                      ;0,00 ; $ 24.000 ;0,00 
0100012122438;BALA CUADRAD SOBREP 24W 6500K MB- MAXBRIGHT/UDUKE ;122438                                                      ;1,00 ; $ 24.000 ;308,00 
0010012122439;BALA LED 24W 6500K SOBREPONER REDONDA LEXMANA     ;122439                                                      ;51,00 ; $ 21.900 ;774.597,09 
0010012012395;BALA LED 24W 4000K S/PONER REDN LEXMANA           ;12243900                                                    ;179,00 ; $ 21.500 ;2.250.600,00 
0010012012137;BALA LED 12W CIRC. SOBREP 6500K  MADERA ODRQM12-B ;12243901                                                    ;1,00 ; $ 17.000 ;8,00 
0010012012138;BALA LED 18W CIRC. SOBREP 6500K  MADERA OFRQM18-B ;12243902                                                    ;0,00 ; $ 22.000 ;0,00 
0010012012139;BALA LED 18W CIRC. INCRUSTAR 6500 MADERA OFRIM18-B;12243903                                                    ;3,00 ; $ 18.000 ;31.647,88 
0010012012140;BALA LED 18 W CIRC. INCRUSTAR  PLATA 6500K OIRP18-;12243904                                                    ;0,00 ; $ 19.500 ;0,00 
0010012122440;BALA LED CUADR SOBREP 30W 6500K LCS-30 OSAKY      ;122440                                                      ;0,00 ; $ 48.000 ;0,00 
0010012012367;BALA LED INCRUSTAR 18W 6500K TECNOLITE            ;12244000                                                    ;46,00 ; $ 11.900 ;402.940,00 
0010012012141;BALA LED SOBREPONER 18W 6500K TECNOLITE           ;12244001                                                    ;16,00 ; $ 29.000 ;270.565,66 
0010012012142;BALA LED 12W CIRC.  PLANA 6500K KALIDO            ;12244002                                                    ;0,00 ; $ 10.000 ;0,00 
0010012012143;BALA LED 12W CIRC. SOBREP 6500K  MADERA OARQM12-B ;12244003                                                    ;1,00 ; $ 16.500 ;9.900,00 
0010012012144;BALA LED 18W 6500K CUADRADA INCRUSTAR LEXMANA     ;12244004                                                    ;0,00 ; $ 13.500 ;0,00 
0010012012698;BALA LED SOBREPONER 18W 3500K TECNOLITE           ;12244005                                                    ;58,00 ; $ 22.800 ;782.930,00 
0010012122441;BALA LED 18W 4000K S/PONER REDN LEXMANA           ;122441                                                      ;149,00 ; $ 11.500 ;994.500,00 
0010012012145;BALA LED 3W CIRCU. SATIN 6500K MB3332S            ;12244101                                                    ;0,00 ; $ 8.900 ;0,00 
0010012122442;BALA LED CUADRADA C/V 30W BESTER GL-SQ-30W L/BLANC;122442                                                      ;0,00 ; $ 125.200 ;241.188,00 
0010012012146;BALA LED 6W SOBREP. BLANCO 6500K MB0339           ;12244201                                                    ;1,00 ; $ 8.400 ;5.620,62 
0100012001239;BALA LED REDON SOBREPONER 6W 3500K MB             ;12244202                                                    ;0,00 ; $ 7.900 ;0,00 
0010012122443;BALA LED REDON INCR 18W 3500K CRICON              ;122443                                                      ;2,00 ; $ 13.900 ;17.000,00 
0010012122444;BALA LED 18W 4000K INCRUSTAR LEXMANA              ;122444                                                      ;167,00 ; $ 11.800 ;1.183.000,00 
0010012012397;BALA LED 18W 3500K INCS REDN LEXMANA              ;12244400                                                    ;150,00 ; $ 11.500 ;1.072.500,00 
0010012012147;BALA LED 18W  INCRUST. BLANCA 6500K LEXMANA       ;12244401                                                    ;163,00 ; $ 12.000 ;2.144.236,81 
0010012012148;BALA LED 18W INCRU REDON 3000K VATIO 24028        ;12244402                                                    ;0,00 ; $ 12.900 ;3.285,00 
0010012122445;BALA CUADRADA INCRUST 18W 6500K MB- MAX-BRINGHT   ;122445                                                      ;1,00 ; $ 13.100 ;7.270,00 
0100012001230;BALA REDONDA INCRUS 18W 3500K MAXB/FAUSTA/ILUMINAR;12244501;3,00 ; $ 13.500 ;12.969,00 
0010012122446;BALA  CUADRA  SOBREP 6W 6500K MB -MAXBIRIGHT      ;122446                                                      ;188,00 ; $ 5.900 ;984.458,17 
0100012122446;BALA  CUADRA  SOBREP 6W 6500K MB -MAXBIRIGHT      ;122446                                                      ;638,00 ; $ 5.900 ;2.180.421,92 
0100012001229;BALA  CUADRA  SOBREP 6W 3500K INTERLINGT          ;12244600                                                    ;2,00 ; $ 6.800 ;6.418,13 
0010012012150;BALA LED CIRCUL 18W SOBREP BLANCO 6500K KLIDO PSR-;12244601                                                    ;0,00 ; $ 14.000 ;0,00 
0010012012151;BALA LED CUADRADO 18W 6500K - PC-18 KALIDO        ;12244602                                                    ;0,00 ; $ 14.000 ;0,00 
0100012001259;BALA LED 6W 6500K CUADRADA SOBREPONER FAUSTA      ;12244605                                                    ;110,00 ; $ 6.800 ;0,00 
0010012122447;BALA LED 18W INCRU REDON 6400K VATIO 24008        ;122447                                                      ;2,00 ; $ 9.900 ;11.120,00 
0010012012152;BALA LED BLANCA INCRUST. 12+4W AZUL  CET-127RD    ;12244701                                                    ;0,00 ; $ 35.000 ;0,00 
0010012012153;BALA LED 6W SOBREPONER REDONDA 6500K VATIO 24021  ;122448                                                      ;40,00 ; $ 13.900 ;348.834,06 
0010012012154;BALA LED PLANA CIRCUL SATIN 8.2W L/CALIDA LRC-10a ;12244801                                                    ;0,00 ; $ 16.000 ;0,00 
0010012122449;BALA LED 6W 3000K REDOND SOBREP VATIO 24043       ;122449                                                      ;0,00 ; $ 12.500 ;0,00 
0010012012155;BALA LED  SOBREP 6W 3500K FAUSTA                  ;12244901                                                    ;1,00 ; $ 7.900 ;5.173,63 
0010012012156;BALA LED 3W 6500K INCRUSTAR REDONDA - FAUSTA      ;12244902                                                    ;0,00 ; $ 9.500 ;0,00 
0010012012157;BALA LED 3W 3000K 4000K REDON INCRUSTAR  - FAUSTA ;12244903                                                    ;1,00 ; $ 9.500 ;5.683,75 
0010012122450;BALA LED DE SOBREPONER CUAD PLANA 8W EXPDS01      ;122450                                                      ;4,00 ; $ 28.000 ;0,00 
0010012122451;BALA LED CUAD SOBREPONER 20W BLANCA L/B EXCELITE  ;122451                                                      ;2,00 ; $ 56.400 ;0,00 
0010012012158;BALA LED 24W SOBREPONER REDONDA 3500K VATIO 24021 ;12245101                                                    ;21,00 ; $ 24.000 ;295.632,21 
0010012122452;BALA LED INCRUS 24W ALTA POTENCIA ECODLV24-F      ;122452                                                      ;12,00 ; $ 47.800 ;354.600,00 
0010012012159;BALA LED CUADR SOBREP 6W 3500K W150LDG BESTER     ;12245201                                                    ;0,00 ; $ -   ;0,00 
0010012012160;BALA LED CIRCUL.6W SOBREPONER  6500K BESTER       ;12245202                                                    ;0,00 ; $ 11.500 ;0,00 
0010012122453;BALA LED CIRCULAR PLANA 9W L/B BRIGHT 7225        ;122453                                                      ;1,00 ; $ 34.900 ;22.000,00 
0010012122454;BALA LED 12W CUADRADA SOBREPONER 6500K INTERLIGHT ;122454                                                      ;11,00 ; $ 18.500 ;162.605,10 
0100012001233;BALA LED CUADRADA INCRUS 12W 3500K CRICON         ;12245400                                                    ;4,00 ; $ 10.000 ;18.648,00 
0100012001232;BALA LED 12W CUADRAD. BLANCA 6500K MB6654         ;12245401                                                    ;0,00 ; $ -   ;0,00 
0010012012162;BALA LED 12W INCRUST.CIRCU  3000K ECOLITE ECO168SL;12245402                                                    ;1,00 ; $ 13.500 ;237.000,00 
0010012012163;BALA  12W REDON SOBREP 3000K ECO168SPV12  ECOLITE ;12245403                                                    ;0,00 ; $ 22.000 ;0,00 
0010012012283;.......                                           ;12245403                                                    ;0,00 ; $ -   ;0,00 
0010012012164;BALA LED 18W REDONDO SOBREPONER 3000K - ECOLITE   ;12245404                                                    ;0,00 ; $ 20.300 ;0,00 
0010012012284;ALALED 18W REDONDO SOBREPONER 3000K ECOLITE       ;12245404                                                    ;0,00 ; $ 20.300 ;0,00 
0010012012165;BALA LED 12W RED SOBRE 6500K ECOLITE ECO168SPV12-F;12245405                                                    ;17,00 ; $ 23.000 ;235.870,26 
0010012012348;BALA LED 18W 6500K ECOLITE SOBREPON ECO225SPV18-F ;12245406                                                    ;8,00 ; $ 32.000 ;184.498,44 
0010012122455;BALA LED DE PLANA 12W EXPDT04 L/CALIDA            ;122455                                                      ;3,00 ; $ 32.800 ;0,00 
0010012122456;BALA LED 12W 3000K REDOND SOBREP VATIO 24045      ;122456                                                      ;1,00 ; $ 10.900 ;6.053,00 
0010012122457;BALA LED 18W 3500K RDONDA SOBREPONER LEXMANA      ;122457                                                      ;12,00 ; $ 16.000 ;336.200,00 
0010012012166;BALA LED 12W INCRUST. CIRC 6500K ECOLITEECO168SLIM;12245701                                                    ;23,00 ; $ 19.000 ;246.391,69 
0010012012167;BALA 18W INCRUS REDON 6500K ECOLITE ECO225SLIMV18-;12245702                                                    ;27,00 ; $ 18.000 ;322.150,60 
0010012012352;BALA LED 18W INCRUS 3000K LUMEK 066LUK053         ;12245703                                                    ;2,00 ; $ 27.000 ;30.525,21 
0010012001205;BALA LED INICRUSTAR 18W 6500K 066LUK052           ;12245704                                                    ;26,00 ; $ 20.500 ;330.804,00 
0010012122458;BALA LED 18W 3000K REDOND SOBREP VATIO 24046      ;122458                                                      ;0,00 ; $ 14.000 ;0,00 
0010012122459;BALA LED CIRCULAR PLANA18W L/CALIDA HECA 10180    ;122459                                                      ;4,00 ; $ 75.900 ;189.656,00 
0010012122460;BALA LED DE SOBREP 20W BLANCA  6500K  OSAKY LDQ7-3;122460                                                      ;0,00 ; $ 42.000 ;0,00 
0010012122461;BALA LED DE PLANA 18W EXPDT05 L/B                 ;122461                                                      ;1,00 ; $ 47.200 ;43.772,38 
0010012122462;BALA LED 12W L/BLANCA-CALIDA-FRIA INTELIGENTE OSAK;122462                                                      ;2,00 ; $ 57.900 ;75.362,00 
0010012012168;BALA LED 12W 6500K RD SOBREPONER NEGRA DIXTON     ;12246201                                                    ;25,00 ; $ 16.000 ;450.000,00 
0010012122463;BALA LED CIRCULAR PLANA 12W L/CALIDA HECA 10180   ;122463                                                      ;2,00 ; $ 48.200 ;0,00 
0010012122464;BALA LED CIRC PLANA 12W SATIN L/BL LDS4-12 OSAKY  ;122464                                                      ;1,00 ; $ 12.800 ;0,00 
0010012122465;BALA LED CIRC PLANA 82W/6W BLANCA L/BLANCA (OCRIB6;122465                                                      ;1,00 ; $ 8.000 ;5.169,00 
0010012122466;BALA LED 5W RED 6500K NEGRO NIPPON                ;122466                                                      ;31,00 ; $ 5.000 ;176.900,00 
0010012012169;BALA LED 5W CIRCULAR 6000K - TH33-5WY - EXCELITE  ;12246601                                                    ;94,00 ; $ 8.900 ;722.980,28 
0010012012170;BALA LED 5W CIRCULAR 3000K - TH33-5WY - EXCELITE  ;12246602                                                    ;100,00 ; $ 8.900 ;623.700,07 
0010012012171;BALA LED 7W CUADRADA 6000K - TH33-7WF - EXCELITE  ;12246603                                                    ;61,00 ; $ 15.300 ;501.387,04 
0010012012172;BALA LED 7W CUADRADA 3000K - TH33-7WF - EXCELITE 5;12246604                                                    ;56,00 ; $ 12.500 ;493.242,12 
0010012001243;BALA LED REDONDA INCR 6.5W 3500K TECNOLITE        ;12246605                                                    ;20,00 ; $ 73.900 ;810.252,00 
0010012122467;BALA LED 18W 6500K RD SOBREPONER NEGRA DIXTON     ;122467                                                      ;43,00 ; $ 22.000 ;530.000,00 
0010012012173;BALA LED CUADR INCR 3W 3500K AL506-3W BESTER      ;12246701                                                    ;0,00 ; $ 5.900 ;0,00 
0010012012174;BALA LED CUADR INCR 9W 3500K W180LDG-9W           ;12246702                                                    ;5,00 ; $ -   ;32.070,00 
0010012122468;BALA CIRCULAR PLANA SATIN 12W OSAKY LDS4-12 B L/CA;122468                                                      ;0,00 ; $ 13.500 ;0,00 
0010012122469;BALA LED CIR PLANA BLANCO 16W OSAKY LDB6-16B L/CAL;122469                                                      ;25,00 ; $ 23.500 ;460.387,50 
0010012012175;BALA LED BLANCA 16W L/BLANCA RRG16BL              ;12246901                                                    ;0,00 ; $ 31.600 ;0,00 
0010012012176;BALA LED CIRC  INCRU BLANCA 16W L/B OSAKY LCB-18B ;12246902                                                    ;0,00 ; $ 34.700 ;0,00 
0010012012177;BALA LED 16W VIDRIO BLANCA 3500K LGB6-16A OSAKY   ;12246903                                                    ;1,00 ; $ 25.000 ;0,00 
0010012122470;"BALA LED CIRCULAR 4""  12 X 1W L/B 5256 EXCELITE""  ";122470                                                      ;0,00 ; $ 32.300 ;0,00 
0100012122471;BALA LED 12W 3500K SOBREPONER RD                  ;122471                                                      ;0,00 ; $ 9.800 ;0,00 
0010012122471;"BALA LED CIRCULAR 5"" 15 X 1 WL/B EXCELITE 5256""   ";122471                                                      ;0,00 ; $ 40.000 ;0,00 
0100012001263;BALA LED 12W CUADRA SOBREPONER 6500K              ;12247100                                                    ;0,00 ; $ 9.800 ;0,00 
0010012122472;BALA LED CIRCULAR PLANA 15W  L/B L-R195           ;122472                                                      ;2,00 ; $ 45.100 ;0,00 
0010012122473;BALA LED DE SOBREPONER  12W L/BLANCA MB0338       ;122473                                                      ;24,00 ; $ 15.200 ;138.810,96 
0100012122473;BALA LED 12W SOBREPONER REDONDA  6500K MB         ;122473                                                      ;5.021,00 ; $ 11.300 ;33.154.968,00 
0010012012288;BALA LED 12W SOBRP RED 6500K IPL22 MERCURY        ;12247300                                                    ;20,00 ; $ 12.500 ;324.387,95 
0010012012178;BALA LED CIRC 6W  3500K W180LDG-6W BESTER         ;12247301                                                    ;0,00 ; $ -   ;0,00 
0100012001292;BALA LED 12W CUADR SOBREPONER 6500K               ;12247305                                                    ;0,00 ; $ 9.800 ;0,00 
0010012122474;BALA CIRC SOBREPONER 12W 6500K EMERGENCIA TPER5-54;122474                                                      ;11,00 ; $ 44.900 ;312.059,00 
0010012012179;BALA LED CIRC SOBREPONER 13W SATIN L/B LGS4-12+S O;122475                                                      ;0,00 ; $ 19.900 ;0,00 
0010012012180;BALA LED INCRUST 18W 3500K MB-SQ200-18W BESTER    ;12247501                                                    ;1,00 ; $ 13.900 ;8.405,00 
0010012122476;BALA 18W INCRU RED 3000K ECO225SLIM18 ECOLITE     ;122476                                                      ;14,00 ; $ 21.000 ;161.000,00 
0010012012181;BALA LED CIRC INCRUSTAR BLANCA 20W L/BLANCA LDB7-2;12247601                                                    ;0,00 ; $ 24.000 ;0,00 
0010012012182;BALA LED 18W INCRUST. BLANCA 6500K OSAKY (OKRIB18-;12247602                                                    ;4,00 ; $ 15.500 ;37.714,90 
0010012012183;BALA LED 12W CIRC. SOBREP. 6500K KALID            ;12247603                                                    ;0,00 ; $ 11.500 ;0,00 
0010012012184;BALA LED 12W SOBREP. 6500K DIXTON 31012B/BAS003   ;12247604                                                    ;0,00 ; $ 13.000 ;0,00 
0010012012185;BALA LED DE 18W SOBREPONER LUZ BLANCA - OKRQB18-B ;12247605                                                    ;0,00 ; $ 22.200 ;0,00 
0010012012186;BALA LED 18W SOBREPONER. 6400K DIXTON             ;12247606                                                    ;0,00 ; $ 15.000 ;186,00 
0010012012187;BALA LED CUADRADO SOBREP  12W 6500K KLIDO PC-12   ;12247607                                                    ;2,00 ; $ 21.800 ;27.957,14 
0010012012188;BALA LED 18W CIRCILAR/INCRUSTAR 6500K - BA005 - DI;12247608                                                    ;3,00 ; $ 12.500 ;23.191,88 
0010012012189;BALA LED 24W REDONDA SOBREPONER 6500K IMPORLIGHT  ;12247609                                                    ;3,00 ; $ 28.000 ;48.403,35 
0010012122477;BALA CIRC PLANA 21W BLANCO LDS8-21B L/CALIDA OSAKY;122477                                                      ;29,00 ; $ 34.100 ;922.009,23 
0010012012190;BALA LED RED INCRUS 9W  3500K W120LDG-9W BESTER   ;12247701                                                    ;5,00 ; $ 11.800 ;57.240,00 
0010012012370;BALA LED INCRUSTAR 22W 6500K LGS6-16              ;12247702                                                    ;4,00 ; $ 22.900 ;55.801,72 
0010012012390;BALA LED 18W 6500K CUADR SOBREPONER 18W           ;12247705                                                    ;0,00 ; $ 19.500 ;0,00 
0010012122478;BALA 18W INCR RED 4000K ECO225SLIM ECOLITE        ;122478                                                      ;20,00 ; $ 22.000 ;230.000,00 
0010012122479;BALA CIRCULAR PLANA 21W SATIN LCS-21  L/CALIDA OSA;122479                                                      ;1,00 ; $ 35.000 ;0,00 
0010012122480;LUZ PANEL LED 12W PL08S12F 300 X 300 L/B          ;122480                                                      ;2,00 ; $ 94.400 ;0,00 
0100012001231;PANEL LED 60X60 6500K CRICON                      ;12248000                                                    ;5,00 ; $ 63.000 ;143.100,00 
0010012012191;PANEL LED 48W 60X60 6400K VATIO 24022             ;12248001                                                    ;0,00 ; $ 69.000 ;0,00 
0010012012192;PANEL LED 30*60 EXCELITE 5306                     ;12248002                                                    ;1,00 ; $ 101.000 ;36.000,00 
0010012012193;PANEL LED BOX  60 X 60 44W 6500K LUMEK LUK021     ;12248003                                                    ;1,00 ; $ 113.000 ;60.853,12 
0010012012194;PANEL LED 46W 60 X 60 6500K SIN ACCESORIOS LEXMANA;12248004                                                    ;52,00 ; $ 90.000 ;2.815.186,16 
0010012012347;PANEL LED 30X60 CM 36W 6500K MERCURY IPL128       ;12248005                                                    ;2,00 ; $ 65.000 ;78.473,59 
0010012122481;PANEL LED 48W 30X120 6500K MB- CRICON- MERCURY    ;122481                                                      ;0,00 ; $ 83.000 ;569,97 
0010012012195;PANEL LED 30X60 36W 6400K VATIO 24096             ;12248101                                                    ;5,00 ; $ 58.000 ;148.886,40 
0010012012196;PANEL LED 50W  6500K 60CM BLANCO NIPPON           ;12248102                                                    ;3,00 ; $ 85.000 ;0,00 
0010012122482;LUZ PANEL LED 36W PL08S36F 1200 X 300 L/B         ;122482                                                      ;0,00 ; $ 343.700 ;0,00 
0010012012197;PANEL LED 48W CIRCULAR 3 LUCES SUSPENDER ECOLITE  ;12248200                                                    ;1,00 ; $ 375.000 ;131.240,00 
0010012012198;PANEL LED 56W RECTANGULAR BLANCO 6500K LDP10-25B O;12248201                                                    ;0,00 ; $ 110.000 ;0,00 
0010012012199;PANEL LED CUADRAD. 40W DIMERIZABLE C/CONTROL FELGO;12248202                                                    ;9,00 ; $ 112.000 ;622.287,00 
0010012012200;PANEL LED 48W 30 X 120 6500K 3012OWH LEXMANA      ;12248203                                                    ;2,00 ; $ 99.000 ;244.000,00 
